airport_group,date,hour,feat_season,feat_sched_flights_cnt,feat_sched_concurrence
D,2025-10-09,17,autumn,3,1
E,2025-10-09,17,autumn,2,0
F,2025-10-09,17,autumn,2,0
G,2025-10-09,17,autumn,4,1
A,2025-10-09,18,autumn,3,0
B,2025-10-09,18,autumn,3,1
C,2025-10-09,18,autumn,2,1
D,2025-10-09,18,autumn,6,1
E,2025-10-09,18,autumn,4,1
F,2025-10-09,18,autumn,4,1
G,2025-10-09,18,autumn,3,1
A,2025-10-09,19,autumn,3,0
B,2025-10-09,19,autumn,3,0
C,2025-10-09,19,autumn,3,0
D,2025-10-09,19,autumn,0,0
E,2025-10-09,19,autumn,4,1
F,2025-10-09,19,autumn,0,0
G,2025-10-09,19,autumn,2,0
A,2025-10-09,20,autumn,3,0
B,2025-10-09,20,autumn,1,0
C,2025-10-09,20,autumn,1,0
D,2025-10-09,20,autumn,3,1
E,2025-10-09,20,autumn,0,0
F,2025-10-09,20,autumn,0,0
G,2025-10-09,20,autumn,1,0
A,2025-10-09,21,autumn,1,0
B,2025-10-09,21,autumn,1,0
C,2025-10-09,21,autumn,0,0
D,2025-10-09,21,autumn,4,1
E,2025-10-09,21,autumn,2,1
F,2025-10-09,21,autumn,0,0
G,2025-10-09,21,autumn,4,1
A,2025-10-09,22,autumn,0,0
B,2025-10-09,22,autumn,0,0
C,2025-10-09,22,autumn,0,0
D,2025-10-09,22,autumn,0,0
E,2025-10-09,22,autumn,0,0
F,2025-10-09,22,autumn,0,0
G,2025-10-09,22,autumn,1,0
A,2025-10-09,23,autumn,0,0
B,2025-10-09,23,autumn,0,0
C,2025-10-09,23,autumn,0,0
D,2025-10-09,23,autumn,0,0
E,2025-10-09,23,autumn,0,0
F,2025-10-09,23,autumn,0,0
G,2025-10-09,23,autumn,0,0
A,2025-10-10,0,autumn,0,0
B,2025-10-10,0,autumn,0,0
C,2025-10-10,0,autumn,0,0
D,2025-10-10,0,autumn,0,0
E,2025-10-10,0,autumn,0,0
F,2025-10-10,0,autumn,0,0
G,2025-10-10,0,autumn,0,0
A,2025-10-10,1,autumn,0,0
B,2025-10-10,1,autumn,0,0
C,2025-10-10,1,autumn,0,0
D,2025-10-10,1,autumn,0,0
E,2025-10-10,1,autumn,0,0
F,2025-10-10,1,autumn,0,0
G,2025-10-10,1,autumn,0,0
A,2025-10-10,2,autumn,0,0
B,2025-10-10,2,autumn,0,0
C,2025-10-10,2,autumn,0,0
D,2025-10-10,2,autumn,0,0
E,2025-10-10,2,autumn,0,0
F,2025-10-10,2,autumn,0,0
G,2025-10-10,2,autumn,1,0
A,2025-10-10,3,autumn,2,1
B,2025-10-10,3,autumn,2,1
C,2025-10-10,3,autumn,0,0
D,2025-10-10,3,autumn,0,0
E,2025-10-10,3,autumn,0,0
F,2025-10-10,3,autumn,0,0
G,2025-10-10,3,autumn,4,1
A,2025-10-10,4,autumn,6,1
B,2025-10-10,4,autumn,4,1
C,2025-10-10,4,autumn,5,1
D,2025-10-10,4,autumn,3,1
E,2025-10-10,4,autumn,2,1
F,2025-10-10,4,autumn,0,0
G,2025-10-10,4,autumn,0,0
A,2025-10-10,5,autumn,0,0
B,2025-10-10,5,autumn,1,0
C,2025-10-10,5,autumn,1,0
D,2025-10-10,5,autumn,0,0
E,2025-10-10,5,autumn,4,1
F,2025-10-10,5,autumn,4,1
G,2025-10-10,5,autumn,1,0
A,2025-10-10,6,autumn,3,1
B,2025-10-10,6,autumn,2,1
C,2025-10-10,6,autumn,1,0
D,2025-10-10,6,autumn,4,1
E,2025-10-10,6,autumn,2,0
F,2025-10-10,6,autumn,4,1
G,2025-10-10,6,autumn,6,1
A,2025-10-10,7,autumn,6,1
B,2025-10-10,7,autumn,7,1
C,2025-10-10,7,autumn,2,0
D,2025-10-10,7,autumn,6,1
E,2025-10-10,7,autumn,3,0
F,2025-10-10,7,autumn,2,0
G,2025-10-10,7,autumn,1,0
A,2025-10-10,8,autumn,2,0
B,2025-10-10,8,autumn,3,1
C,2025-10-10,8,autumn,0,0
D,2025-10-10,8,autumn,0,0
E,2025-10-10,8,autumn,0,0
F,2025-10-10,8,autumn,0,0
G,2025-10-10,8,autumn,0,0
A,2025-10-10,9,autumn,1,0
B,2025-10-10,9,autumn,1,0
C,2025-10-10,9,autumn,0,0
D,2025-10-10,9,autumn,4,1
E,2025-10-10,9,autumn,4,1
F,2025-10-10,9,autumn,0,0
G,2025-10-10,9,autumn,1,0
A,2025-10-10,10,autumn,3,0
B,2025-10-10,10,autumn,2,0
C,2025-10-10,10,autumn,0,0
D,2025-10-10,10,autumn,1,0
E,2025-10-10,10,autumn,0,0
F,2025-10-10,10,autumn,3,1
G,2025-10-10,10,autumn,2,0
A,2025-10-10,11,autumn,2,0
B,2025-10-10,11,autumn,0,0
C,2025-10-10,11,autumn,0,0
D,2025-10-10,11,autumn,0,0
E,2025-10-10,11,autumn,0,0
F,2025-10-10,11,autumn,5,0
G,2025-10-10,11,autumn,0,0
A,2025-10-10,12,autumn,1,0
B,2025-10-10,12,autumn,3,1
C,2025-10-10,12,autumn,0,0
D,2025-10-10,12,autumn,2,0
E,2025-10-10,12,autumn,1,0
F,2025-10-10,12,autumn,1,0
G,2025-10-10,12,autumn,4,1
A,2025-10-10,13,autumn,2,0
B,2025-10-10,13,autumn,6,1
C,2025-10-10,13,autumn,2,0
D,2025-10-10,13,autumn,5,1
E,2025-10-10,13,autumn,2,0
F,2025-10-10,13,autumn,0,0
G,2025-10-10,13,autumn,0,0
A,2025-10-10,14,autumn,2,0
B,2025-10-10,14,autumn,5,1
C,2025-10-10,14,autumn,1,0
D,2025-10-10,14,autumn,0,0
E,2025-10-10,14,autumn,4,1
F,2025-10-10,14,autumn,0,0
G,2025-10-10,14,autumn,0,0
A,2025-10-10,15,autumn,2,0
B,2025-10-10,15,autumn,5,1
C,2025-10-10,15,autumn,0,0
D,2025-10-10,15,autumn,3,1
E,2025-10-10,15,autumn,3,1
F,2025-10-10,15,autumn,0,0
G,2025-10-10,15,autumn,0,0
A,2025-10-10,16,autumn,5,1
B,2025-10-10,16,autumn,4,1
C,2025-10-10,16,autumn,2,0
D,2025-10-10,16,autumn,6,1
E,2025-10-10,16,autumn,3,0
F,2025-10-10,16,autumn,1,0
G,2025-10-10,16,autumn,0,0
A,2025-10-10,17,autumn,1,0
B,2025-10-10,17,autumn,2,0
C,2025-10-10,17,autumn,1,0
D,2025-10-10,17,autumn,3,1
E,2025-10-10,17,autumn,2,0
F,2025-10-10,17,autumn,2,0
G,2025-10-10,17,autumn,4,1
A,2025-10-10,18,autumn,3,0
B,2025-10-10,18,autumn,3,1
C,2025-10-10,18,autumn,2,1
D,2025-10-10,18,autumn,6,1
E,2025-10-10,18,autumn,4,1
F,2025-10-10,18,autumn,4,1
G,2025-10-10,18,autumn,3,1
A,2025-10-10,19,autumn,3,0
B,2025-10-10,19,autumn,2,0
C,2025-10-10,19,autumn,3,0
D,2025-10-10,19,autumn,0,0
E,2025-10-10,19,autumn,4,1
F,2025-10-10,19,autumn,0,0
G,2025-10-10,19,autumn,2,0
A,2025-10-10,20,autumn,3,0
B,2025-10-10,20,autumn,1,0
C,2025-10-10,20,autumn,1,0
D,2025-10-10,20,autumn,3,1
E,2025-10-10,20,autumn,0,0
F,2025-10-10,20,autumn,0,0
G,2025-10-10,20,autumn,1,0
A,2025-10-10,21,autumn,1,0
B,2025-10-10,21,autumn,1,0
C,2025-10-10,21,autumn,0,0
D,2025-10-10,21,autumn,2,1
E,2025-10-10,21,autumn,2,1
F,2025-10-10,21,autumn,0,0
G,2025-10-10,21,autumn,4,1
A,2025-10-10,22,autumn,0,0
B,2025-10-10,22,autumn,0,0
C,2025-10-10,22,autumn,0,0
D,2025-10-10,22,autumn,0,0
E,2025-10-10,22,autumn,0,0
F,2025-10-10,22,autumn,0,0
G,2025-10-10,22,autumn,1,0
A,2025-10-10,23,autumn,0,0
B,2025-10-10,23,autumn,0,0
C,2025-10-10,23,autumn,0,0
D,2025-10-10,23,autumn,0,0
E,2025-10-10,23,autumn,0,0
F,2025-10-10,23,autumn,0,0
G,2025-10-10,23,autumn,0,0
A,2025-10-11,0,autumn,0,0
B,2025-10-11,0,autumn,0,0
C,2025-10-11,0,autumn,0,0
D,2025-10-11,0,autumn,0,0
E,2025-10-11,0,autumn,0,0
F,2025-10-11,0,autumn,0,0
G,2025-10-11,0,autumn,0,0
A,2025-10-11,1,autumn,0,0
B,2025-10-11,1,autumn,0,0
C,2025-10-11,1,autumn,0,0
D,2025-10-11,1,autumn,0,0
E,2025-10-11,1,autumn,0,0
F,2025-10-11,1,autumn,0,0
G,2025-10-11,1,autumn,0,0
A,2025-10-11,2,autumn,0,0
B,2025-10-11,2,autumn,0,0
C,2025-10-11,2,autumn,0,0
D,2025-10-11,2,autumn,0,0
E,2025-10-11,2,autumn,0,0
F,2025-10-11,2,autumn,0,0
G,2025-10-11,2,autumn,0,0
A,2025-10-11,3,autumn,0,0
B,2025-10-11,3,autumn,0,0
C,2025-10-11,3,autumn,0,0
D,2025-10-11,3,autumn,0,0
E,2025-10-11,3,autumn,0,0
F,2025-10-11,3,autumn,0,0
G,2025-10-11,3,autumn,0,0
A,2025-10-11,4,autumn,1,0
B,2025-10-11,4,autumn,0,0
C,2025-10-11,4,autumn,0,0
D,2025-10-11,4,autumn,0,0
E,2025-10-11,4,autumn,0,0
F,2025-10-11,4,autumn,0,0
G,2025-10-11,4,autumn,0,0
A,2025-10-11,5,autumn,2,0
B,2025-10-11,5,autumn,2,1
C,2025-10-11,5,autumn,0,0
D,2025-10-11,5,autumn,0,0
E,2025-10-11,5,autumn,0,0
F,2025-10-11,5,autumn,0,0
G,2025-10-11,5,autumn,0,0
A,2025-10-11,6,autumn,5,1
B,2025-10-11,6,autumn,3,1
C,2025-10-11,6,autumn,0,0
D,2025-10-11,6,autumn,0,0
E,2025-10-11,6,autumn,2,0
F,2025-10-11,6,autumn,0,0
G,2025-10-11,6,autumn,0,0
A,2025-10-11,7,autumn,1,0
B,2025-10-11,7,autumn,1,0
C,2025-10-11,7,autumn,0,0
D,2025-10-11,7,autumn,0,0
E,2025-10-11,7,autumn,3,0
F,2025-10-11,7,autumn,0,0
G,2025-10-11,7,autumn,0,0
A,2025-10-11,8,autumn,4,1
B,2025-10-11,8,autumn,0,0
C,2025-10-11,8,autumn,3,0
D,2025-10-11,8,autumn,2,1
E,2025-10-11,8,autumn,0,0
F,2025-10-11,8,autumn,0,0
G,2025-10-11,8,autumn,0,0
A,2025-10-11,9,autumn,5,1
B,2025-10-11,9,autumn,3,1
C,2025-10-11,9,autumn,1,0
D,2025-10-11,9,autumn,1,0
E,2025-10-11,9,autumn,4,1
F,2025-10-11,9,autumn,0,0
G,2025-10-11,9,autumn,2,0
A,2025-10-11,10,autumn,3,0
B,2025-10-11,10,autumn,4,1
C,2025-10-11,10,autumn,0,0
D,2025-10-11,10,autumn,0,0
E,2025-10-11,10,autumn,1,0
F,2025-10-11,10,autumn,0,0
G,2025-10-11,10,autumn,2,0
A,2025-10-11,11,autumn,2,0
B,2025-10-11,11,autumn,0,0
C,2025-10-11,11,autumn,0,0
D,2025-10-11,11,autumn,4,1
E,2025-10-11,11,autumn,2,0
F,2025-10-11,11,autumn,0,0
G,2025-10-11,11,autumn,0,0
A,2025-10-11,12,autumn,0,0
B,2025-10-11,12,autumn,3,1
C,2025-10-11,12,autumn,0,0
D,2025-10-11,12,autumn,1,0
E,2025-10-11,12,autumn,1,0
F,2025-10-11,12,autumn,0,0
G,2025-10-11,12,autumn,0,0
A,2025-10-11,13,autumn,1,0
B,2025-10-11,13,autumn,3,1
C,2025-10-11,13,autumn,0,0
D,2025-10-11,13,autumn,0,0
E,2025-10-11,13,autumn,2,0
F,2025-10-11,13,autumn,0,0
G,2025-10-11,13,autumn,0,0
A,2025-10-11,14,autumn,4,1
B,2025-10-11,14,autumn,0,0
C,2025-10-11,14,autumn,0,0
D,2025-10-11,14,autumn,0,0
E,2025-10-11,14,autumn,0,0
F,2025-10-11,14,autumn,0,0
G,2025-10-11,14,autumn,0,0
A,2025-10-11,15,autumn,2,0
B,2025-10-11,15,autumn,1,0
C,2025-10-11,15,autumn,0,0
D,2025-10-11,15,autumn,0,0
E,2025-10-11,15,autumn,0,0
F,2025-10-11,15,autumn,0,0
G,2025-10-11,15,autumn,2,0
A,2025-10-11,16,autumn,0,0
B,2025-10-11,16,autumn,0,0
C,2025-10-11,16,autumn,0,0
D,2025-10-11,16,autumn,0,0
E,2025-10-11,16,autumn,2,0
F,2025-10-11,16,autumn,0,0
G,2025-10-11,16,autumn,1,0
A,2025-10-11,17,autumn,0,0
B,2025-10-11,17,autumn,0,0
C,2025-10-11,17,autumn,0,0
D,2025-10-11,17,autumn,0,0
E,2025-10-11,17,autumn,0,0
F,2025-10-11,17,autumn,0,0
G,2025-10-11,17,autumn,0,0
A,2025-10-11,18,autumn,0,0
B,2025-10-11,18,autumn,0,0
C,2025-10-11,18,autumn,0,0
D,2025-10-11,18,autumn,0,0
E,2025-10-11,18,autumn,0,0
F,2025-10-11,18,autumn,0,0
G,2025-10-11,18,autumn,0,0
A,2025-10-11,19,autumn,0,0
B,2025-10-11,19,autumn,0,0
C,2025-10-11,19,autumn,0,0
D,2025-10-11,19,autumn,0,0
E,2025-10-11,19,autumn,0,0
F,2025-10-11,19,autumn,0,0
G,2025-10-11,19,autumn,0,0
A,2025-10-11,20,autumn,0,0
B,2025-10-11,20,autumn,0,0
C,2025-10-11,20,autumn,0,0
D,2025-10-11,20,autumn,0,0
E,2025-10-11,20,autumn,0,0
F,2025-10-11,20,autumn,0,0
G,2025-10-11,20,autumn,0,0
A,2025-10-11,21,autumn,0,0
B,2025-10-11,21,autumn,0,0
C,2025-10-11,21,autumn,0,0
D,2025-10-11,21,autumn,0,0
E,2025-10-11,21,autumn,0,0
F,2025-10-11,21,autumn,0,0
G,2025-10-11,21,autumn,0,0
A,2025-10-11,22,autumn,0,0
B,2025-10-11,22,autumn,0,0
C,2025-10-11,22,autumn,0,0
D,2025-10-11,22,autumn,0,0
E,2025-10-11,22,autumn,0,0
F,2025-10-11,22,autumn,0,0
G,2025-10-11,22,autumn,0,0
A,2025-10-11,23,autumn,0,0
B,2025-10-11,23,autumn,0,0
C,2025-10-11,23,autumn,0,0
D,2025-10-11,23,autumn,0,0
E,2025-10-11,23,autumn,0,0
F,2025-10-11,23,autumn,0,0
G,2025-10-11,23,autumn,0,0
A,2025-10-12,0,autumn,0,0
B,2025-10-12,0,autumn,0,0
C,2025-10-12,0,autumn,0,0
D,2025-10-12,0,autumn,0,0
E,2025-10-12,0,autumn,0,0
F,2025-10-12,0,autumn,0,0
G,2025-10-12,0,autumn,0,0
A,2025-10-12,1,autumn,0,0
B,2025-10-12,1,autumn,0,0
C,2025-10-12,1,autumn,0,0
D,2025-10-12,1,autumn,0,0
E,2025-10-12,1,autumn,0,0
F,2025-10-12,1,autumn,0,0
G,2025-10-12,1,autumn,0,0
A,2025-10-12,2,autumn,0,0
B,2025-10-12,2,autumn,0,0
C,2025-10-12,2,autumn,0,0
D,2025-10-12,2,autumn,0,0
E,2025-10-12,2,autumn,0,0
F,2025-10-12,2,autumn,0,0
G,2025-10-12,2,autumn,0,0
A,2025-10-12,3,autumn,0,0
B,2025-10-12,3,autumn,0,0
C,2025-10-12,3,autumn,0,0
D,2025-10-12,3,autumn,0,0
E,2025-10-12,3,autumn,0,0
F,2025-10-12,3,autumn,0,0
G,2025-10-12,3,autumn,0,0
A,2025-10-12,4,autumn,0,0
B,2025-10-12,4,autumn,0,0
C,2025-10-12,4,autumn,0,0
D,2025-10-12,4,autumn,0,0
E,2025-10-12,4,autumn,0,0
F,2025-10-12,4,autumn,0,0
G,2025-10-12,4,autumn,0,0
A,2025-10-12,5,autumn,0,0
B,2025-10-12,5,autumn,0,0
C,2025-10-12,5,autumn,0,0
D,2025-10-12,5,autumn,0,0
E,2025-10-12,5,autumn,0,0
F,2025-10-12,5,autumn,0,0
G,2025-10-12,5,autumn,0,0
A,2025-10-12,6,autumn,0,0
B,2025-10-12,6,autumn,0,0
C,2025-10-12,6,autumn,0,0
D,2025-10-12,6,autumn,0,0
E,2025-10-12,6,autumn,0,0
F,2025-10-12,6,autumn,0,0
G,2025-10-12,6,autumn,0,0
A,2025-10-12,7,autumn,1,0
B,2025-10-12,7,autumn,0,0
C,2025-10-12,7,autumn,0,0
D,2025-10-12,7,autumn,0,0
E,2025-10-12,7,autumn,0,0
F,2025-10-12,7,autumn,0,0
G,2025-10-12,7,autumn,0,0
A,2025-10-12,8,autumn,0,0
B,2025-10-12,8,autumn,1,0
C,2025-10-12,8,autumn,0,0
D,2025-10-12,8,autumn,0,0
E,2025-10-12,8,autumn,0,0
F,2025-10-12,8,autumn,0,0
G,2025-10-12,8,autumn,0,0
A,2025-10-12,9,autumn,1,0
B,2025-10-12,9,autumn,2,1
C,2025-10-12,9,autumn,0,0
D,2025-10-12,9,autumn,0,0
E,2025-10-12,9,autumn,2,0
F,2025-10-12,9,autumn,0,0
G,2025-10-12,9,autumn,0,0
A,2025-10-12,10,autumn,3,0
B,2025-10-12,10,autumn,5,1
C,2025-10-12,10,autumn,0,0
D,2025-10-12,10,autumn,0,0
E,2025-10-12,10,autumn,2,1
F,2025-10-12,10,autumn,3,1
G,2025-10-12,10,autumn,1,0
A,2025-10-12,11,autumn,2,0
B,2025-10-12,11,autumn,3,0
C,2025-10-12,11,autumn,4,1
D,2025-10-12,11,autumn,2,0
E,2025-10-12,11,autumn,4,1
F,2025-10-12,11,autumn,5,0
G,2025-10-12,11,autumn,1,0
A,2025-10-12,12,autumn,1,0
B,2025-10-12,12,autumn,6,1
C,2025-10-12,12,autumn,1,0
D,2025-10-12,12,autumn,2,0
E,2025-10-12,12,autumn,1,0
F,2025-10-12,12,autumn,1,0
G,2025-10-12,12,autumn,4,1
A,2025-10-12,13,autumn,2,0
B,2025-10-12,13,autumn,3,1
C,2025-10-12,13,autumn,2,0
D,2025-10-12,13,autumn,7,1
E,2025-10-12,13,autumn,2,0
F,2025-10-12,13,autumn,0,0
G,2025-10-12,13,autumn,0,0
A,2025-10-12,14,autumn,2,0
B,2025-10-12,14,autumn,4,1
C,2025-10-12,14,autumn,1,0
D,2025-10-12,14,autumn,0,0
E,2025-10-12,14,autumn,4,1
F,2025-10-12,14,autumn,0,0
G,2025-10-12,14,autumn,0,0
A,2025-10-12,15,autumn,2,0
B,2025-10-12,15,autumn,6,1
C,2025-10-12,15,autumn,0,0
D,2025-10-12,15,autumn,3,1
E,2025-10-12,15,autumn,4,1
F,2025-10-12,15,autumn,0,0
G,2025-10-12,15,autumn,0,0
A,2025-10-12,16,autumn,5,1
B,2025-10-12,16,autumn,4,1
C,2025-10-12,16,autumn,2,0
D,2025-10-12,16,autumn,6,1
E,2025-10-12,16,autumn,5,1
F,2025-10-12,16,autumn,1,0
G,2025-10-12,16,autumn,0,0
A,2025-10-12,17,autumn,1,0
B,2025-10-12,17,autumn,2,0
C,2025-10-12,17,autumn,1,0
D,2025-10-12,17,autumn,3,1
E,2025-10-12,17,autumn,2,0
F,2025-10-12,17,autumn,2,0
G,2025-10-12,17,autumn,4,1
A,2025-10-12,18,autumn,3,0
B,2025-10-12,18,autumn,2,0
C,2025-10-12,18,autumn,2,1
D,2025-10-12,18,autumn,6,1
E,2025-10-12,18,autumn,4,1
F,2025-10-12,18,autumn,4,1
G,2025-10-12,18,autumn,3,1
A,2025-10-12,19,autumn,3,0
B,2025-10-12,19,autumn,2,0
C,2025-10-12,19,autumn,3,0
D,2025-10-12,19,autumn,0,0
E,2025-10-12,19,autumn,4,1
F,2025-10-12,19,autumn,0,0
G,2025-10-12,19,autumn,2,0
A,2025-10-12,20,autumn,3,0
B,2025-10-12,20,autumn,1,0
C,2025-10-12,20,autumn,1,0
D,2025-10-12,20,autumn,3,1
E,2025-10-12,20,autumn,0,0
F,2025-10-12,20,autumn,0,0
G,2025-10-12,20,autumn,1,0
A,2025-10-12,21,autumn,1,0
B,2025-10-12,21,autumn,2,1
C,2025-10-12,21,autumn,0,0
D,2025-10-12,21,autumn,4,1
E,2025-10-12,21,autumn,2,1
F,2025-10-12,21,autumn,0,0
G,2025-10-12,21,autumn,4,1
A,2025-10-12,22,autumn,0,0
B,2025-10-12,22,autumn,0,0
C,2025-10-12,22,autumn,0,0
D,2025-10-12,22,autumn,0,0
E,2025-10-12,22,autumn,0,0
F,2025-10-12,22,autumn,0,0
G,2025-10-12,22,autumn,1,0
A,2025-10-12,23,autumn,0,0
B,2025-10-12,23,autumn,0,0
C,2025-10-12,23,autumn,0,0
D,2025-10-12,23,autumn,0,0
E,2025-10-12,23,autumn,0,0
F,2025-10-12,23,autumn,0,0
G,2025-10-12,23,autumn,0,0
A,2025-10-13,0,autumn,0,0
B,2025-10-13,0,autumn,0,0
C,2025-10-13,0,autumn,0,0
D,2025-10-13,0,autumn,0,0
E,2025-10-13,0,autumn,0,0
F,2025-10-13,0,autumn,0,0
G,2025-10-13,0,autumn,0,0
A,2025-10-13,1,autumn,0,0
B,2025-10-13,1,autumn,0,0
C,2025-10-13,1,autumn,0,0
D,2025-10-13,1,autumn,0,0
E,2025-10-13,1,autumn,0,0
F,2025-10-13,1,autumn,0,0
G,2025-10-13,1,autumn,0,0
A,2025-10-13,2,autumn,0,0
B,2025-10-13,2,autumn,0,0
C,2025-10-13,2,autumn,0,0
D,2025-10-13,2,autumn,0,0
E,2025-10-13,2,autumn,0,0
F,2025-10-13,2,autumn,0,0
G,2025-10-13,2,autumn,1,0
A,2025-10-13,3,autumn,2,1
B,2025-10-13,3,autumn,2,1
C,2025-10-13,3,autumn,0,0
D,2025-10-13,3,autumn,0,0
E,2025-10-13,3,autumn,2,1
F,2025-10-13,3,autumn,0,0
G,2025-10-13,3,autumn,4,1
A,2025-10-13,4,autumn,6,1
B,2025-10-13,4,autumn,5,1
C,2025-10-13,4,autumn,5,1
D,2025-10-13,4,autumn,3,1
E,2025-10-13,4,autumn,2,1
F,2025-10-13,4,autumn,0,0
G,2025-10-13,4,autumn,0,0
A,2025-10-13,5,autumn,0,0
B,2025-10-13,5,autumn,0,0
C,2025-10-13,5,autumn,1,0
D,2025-10-13,5,autumn,0,0
E,2025-10-13,5,autumn,4,1
F,2025-10-13,5,autumn,4,1
G,2025-10-13,5,autumn,1,0
A,2025-10-13,6,autumn,3,1
B,2025-10-13,6,autumn,3,1
C,2025-10-13,6,autumn,1,0
D,2025-10-13,6,autumn,4,1
E,2025-10-13,6,autumn,2,0
F,2025-10-13,6,autumn,4,1
G,2025-10-13,6,autumn,6,1
A,2025-10-13,7,autumn,6,1
B,2025-10-13,7,autumn,7,1
C,2025-10-13,7,autumn,2,0
D,2025-10-13,7,autumn,6,1
E,2025-10-13,7,autumn,5,1
F,2025-10-13,7,autumn,2,0
G,2025-10-13,7,autumn,1,0
A,2025-10-13,8,autumn,2,0
B,2025-10-13,8,autumn,3,1
C,2025-10-13,8,autumn,0,0
D,2025-10-13,8,autumn,0,0
E,2025-10-13,8,autumn,0,0
F,2025-10-13,8,autumn,0,0
G,2025-10-13,8,autumn,0,0
A,2025-10-13,9,autumn,1,0
B,2025-10-13,9,autumn,2,1
C,2025-10-13,9,autumn,0,0
D,2025-10-13,9,autumn,4,1
E,2025-10-13,9,autumn,4,1
F,2025-10-13,9,autumn,0,0
G,2025-10-13,9,autumn,1,0
A,2025-10-13,10,autumn,3,0
B,2025-10-13,10,autumn,3,1
C,2025-10-13,10,autumn,0,0
D,2025-10-13,10,autumn,1,0
E,2025-10-13,10,autumn,0,0
F,2025-10-13,10,autumn,3,1
G,2025-10-13,10,autumn,2,0
A,2025-10-13,11,autumn,2,0
B,2025-10-13,11,autumn,0,0
C,2025-10-13,11,autumn,0,0
D,2025-10-13,11,autumn,0,0
E,2025-10-13,11,autumn,0,0
F,2025-10-13,11,autumn,5,0
G,2025-10-13,11,autumn,0,0
A,2025-10-13,12,autumn,1,0
B,2025-10-13,12,autumn,2,0
C,2025-10-13,12,autumn,0,0
D,2025-10-13,12,autumn,2,0
E,2025-10-13,12,autumn,1,0
F,2025-10-13,12,autumn,1,0
G,2025-10-13,12,autumn,4,1
A,2025-10-13,13,autumn,2,0
B,2025-10-13,13,autumn,2,0
C,2025-10-13,13,autumn,2,0
D,2025-10-13,13,autumn,5,1
E,2025-10-13,13,autumn,2,0
F,2025-10-13,13,autumn,0,0
G,2025-10-13,13,autumn,0,0
A,2025-10-13,14,autumn,2,0
B,2025-10-13,14,autumn,4,1
C,2025-10-13,14,autumn,1,0
D,2025-10-13,14,autumn,0,0
E,2025-10-13,14,autumn,4,1
F,2025-10-13,14,autumn,0,0
G,2025-10-13,14,autumn,0,0
A,2025-10-13,15,autumn,2,0
B,2025-10-13,15,autumn,5,1
C,2025-10-13,15,autumn,0,0
D,2025-10-13,15,autumn,3,1
E,2025-10-13,15,autumn,3,1
F,2025-10-13,15,autumn,0,0
G,2025-10-13,15,autumn,0,0
A,2025-10-13,16,autumn,5,1
B,2025-10-13,16,autumn,4,1
C,2025-10-13,16,autumn,2,0
D,2025-10-13,16,autumn,6,1
E,2025-10-13,16,autumn,3,0
F,2025-10-13,16,autumn,1,0
G,2025-10-13,16,autumn,0,0
A,2025-10-13,17,autumn,1,0
B,2025-10-13,17,autumn,2,0
C,2025-10-13,17,autumn,1,0
D,2025-10-13,17,autumn,3,1
E,2025-10-13,17,autumn,2,0
F,2025-10-13,17,autumn,2,0
G,2025-10-13,17,autumn,4,1
A,2025-10-13,18,autumn,3,0
B,2025-10-13,18,autumn,3,1
C,2025-10-13,18,autumn,2,1
D,2025-10-13,18,autumn,6,1
E,2025-10-13,18,autumn,4,1
F,2025-10-13,18,autumn,4,1
G,2025-10-13,18,autumn,3,1
A,2025-10-13,19,autumn,3,0
B,2025-10-13,19,autumn,4,1
C,2025-10-13,19,autumn,3,0
D,2025-10-13,19,autumn,0,0
E,2025-10-13,19,autumn,4,1
F,2025-10-13,19,autumn,0,0
G,2025-10-13,19,autumn,2,0
A,2025-10-13,20,autumn,3,0
B,2025-10-13,20,autumn,1,0
C,2025-10-13,20,autumn,1,0
D,2025-10-13,20,autumn,3,1
E,2025-10-13,20,autumn,0,0
F,2025-10-13,20,autumn,0,0
G,2025-10-13,20,autumn,1,0
A,2025-10-13,21,autumn,1,0
B,2025-10-13,21,autumn,1,0
C,2025-10-13,21,autumn,0,0
D,2025-10-13,21,autumn,2,1
E,2025-10-13,21,autumn,2,1
F,2025-10-13,21,autumn,0,0
G,2025-10-13,21,autumn,4,1
A,2025-10-13,22,autumn,0,0
B,2025-10-13,22,autumn,0,0
C,2025-10-13,22,autumn,0,0
D,2025-10-13,22,autumn,0,0
E,2025-10-13,22,autumn,0,0
F,2025-10-13,22,autumn,0,0
G,2025-10-13,22,autumn,1,0
A,2025-10-13,23,autumn,0,0
B,2025-10-13,23,autumn,0,0
C,2025-10-13,23,autumn,0,0
D,2025-10-13,23,autumn,0,0
E,2025-10-13,23,autumn,0,0
F,2025-10-13,23,autumn,0,0
G,2025-10-13,23,autumn,0,0
A,2025-10-14,0,autumn,0,0
B,2025-10-14,0,autumn,0,0
C,2025-10-14,0,autumn,0,0
D,2025-10-14,0,autumn,0,0
E,2025-10-14,0,autumn,0,0
F,2025-10-14,0,autumn,0,0
G,2025-10-14,0,autumn,0,0
A,2025-10-14,1,autumn,0,0
B,2025-10-14,1,autumn,0,0
C,2025-10-14,1,autumn,0,0
D,2025-10-14,1,autumn,0,0
E,2025-10-14,1,autumn,0,0
F,2025-10-14,1,autumn,0,0
G,2025-10-14,1,autumn,0,0
A,2025-10-14,2,autumn,0,0
B,2025-10-14,2,autumn,0,0
